,time,speaker_id,please,please_start,has_hedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_plural,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,has_positive,has_negative,subjunctive,indicative,age_of_acquisition,concreteness,familiarity,imageability
386,2,7.Blue,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,27.67,224.54,388.95,231.13
387,3,7.Blue,0.0,0.0,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.28,0.17,0.0,0.0,61.94,240.31,393.83,250.93
388,4,7.Blue,0.0,0.0,0.33,0.0,0.08,0.08,0.0,0.0,0.0,0.08,0.33,0.0,0.42,0.0,0.0,0.0,0.0,0.25,0.17,0.08,0.0,105.08,281.19,547.64,294.81
389,5,7.Blue,0.0,0.0,0.22,0.0,0.11,0.06,0.0,0.0,0.0,0.06,0.39,0.0,0.06,0.0,0.0,0.0,0.0,0.39,0.17,0.0,0.0,44.94,242.56,464.32,252.59
390,1,8.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.18,0.0,0.0,0.05,0.0,0.09,0.14,0.0,0.0,56.18,209.56,380.36,223.39
391,2,8.Blue,0.0,0.0,0.16,0.0,0.11,0.0,0.0,0.0,0.05,0.05,0.26,0.0,0.16,0.0,0.0,0.0,0.0,0.32,0.16,0.0,0.0,97.74,254.06,432.48,272.4
392,3,8.Blue,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.0,0.12,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,76.81,217.09,372.53,225.18
393,4,8.Blue,0.0,0.0,0.12,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.0,0.0,27.12,212.51,384.45,223.35
394,5,8.Blue,0.0,0.0,0.17,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.0,0.0,0.08,0.0,0.25,0.08,0.0,0.0,78.42,183.3,349.24,198.15
395,1,8.Green,0.0,0.0,0.12,0.0,0.08,0.04,0.0,0.0,0.0,0.12,0.38,0.0,0.08,0.0,0.0,0.0,0.04,0.25,0.12,0.0,0.0,69.38,278.78,540.11,299.36
396,2,8.Green,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.1,0.25,0.1,0.0,0.0,86.48,237.16,475.69,254.91
397,3,8.Green,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.17,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.0,61.9,243.01,491.56,261.28
398,4,8.Green,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.0,0.0,0.07,0.24,0.0,0.1,0.0,0.0,0.0,0.0,0.17,0.1,0.0,0.0,73.93,271.17,529.4,291.07
399,5,8.Green,0.0,0.0,0.07,0.0,0.07,0.03,0.0,0.0,0.0,0.13,0.27,0.0,0.03,0.0,0.0,0.0,0.0,0.2,0.03,0.0,0.0,67.4,245.22,472.3,259.94
400,1,8.Orange,0.0,0.0,0.17,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.1,0.0,0.0,0.0,0.03,0.17,0.13,0.0,0.0,49.72,219.67,431.3,233.42
401,2,8.Orange,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.08,0.11,0.0,0.14,0.0,0.0,0.05,0.0,0.11,0.03,0.0,0.0,30.95,218.38,443.45,233.62
402,3,8.Orange,0.0,0.0,0.14,0.0,0.08,0.08,0.0,0.0,0.0,0.08,0.22,0.0,0.17,0.0,0.0,0.03,0.06,0.08,0.03,0.0,0.0,58.46,228.85,444.34,245.33
403,4,8.Orange,0.0,0.0,0.15,0.0,0.15,0.04,0.0,0.0,0.0,0.23,0.23,0.0,0.12,0.0,0.0,0.0,0.04,0.27,0.0,0.0,0.0,80.33,213.59,413.46,226.01
404,5,8.Orange,0.0,0.0,0.14,0.0,0.08,0.06,0.0,0.0,0.0,0.11,0.17,0.0,0.03,0.0,0.0,0.0,0.0,0.11,0.06,0.0,0.0,59.67,211.81,409.27,226.98
405,1,9.Green,0.0,0.0,0.04,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,66.44,236.36,446.74,253.55
406,2,9.Green,0.0,0.0,0.04,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.3,0.0,0.33,0.0,0.0,0.0,0.0,0.15,0.07,0.04,0.0,39.74,251.09,486.29,275.73
407,3,9.Green,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.27,0.0,0.09,0.0,0.0,0.0,0.0,0.14,0.09,0.0,0.0,111.27,269.05,485.02,300.08
408,4,9.Green,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.09,0.26,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,114.93,290.51,538.89,311.53
409,5,9.Green,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.32,0.0,0.16,0.0,0.0,0.0,0.0,0.26,0.05,0.0,0.0,95.13,325.63,555.75,342.08
410,1,9.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,40.07,277.15,418.24,291.49
411,2,9.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,103.5,265.12,363.84,270.78
412,3,9.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.12,252.26,155.29
413,4,9.Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.12,198.41,365.68,210.03
414,5,9.Blue,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,179.21,350.81,193.98
415,1,9.Pink,0.0,0.0,0.09,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.09,0.0,0.0,0.0,0.0,0.22,0.04,0.0,0.0,62.54,242.37,446.98,252.2
416,2,9.Pink,0.0,0.0,0.09,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.36,0.0,0.05,0.0,0.0,0.0,0.05,0.14,0.05,0.0,0.0,28.55,185.93,353.63,189.46
417,3,9.Pink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,47.32,232.56,428.76,248.07
418,4,9.Pink,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,45.3,233.3,383.44,238.65
419,5,9.Pink,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,41.55,238.26,442.8,246.29
